instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19
instance_220,18000.0,14.78,18000.0,18000.0,8.67,3.37,5.83,5.38,18000.0,3.07,69.36,1316.97,1.35,0.57,1263.57,1.39,0.56,2.84,1.46
instance_533,259.92,149.46,18000.0,261.62,187.73,3.04,0.34,120.56,18000.0,0.95,2.64,132.42,0.38,3.98,67.86,42.3,26.78,0.85,0.43
instance_505,18000.0,0.04,18000.0,18000.0,0.04,0.03,0.07,0.38,18000.0,0.02,0.08,31.31,0.03,0.05,32.52,0.13,0.08,0.03,0.04
instance_152,18000.0,68.81,18000.0,18000.0,86.72,13.45,288.49,20.6,18000.0,62.12,105.26,1089.58,14.08,40.39,1038.38,57.92,33.35,74.46,35.31
instance_7,18000.0,172.33,18000.0,18000.0,230.14,69.65,275.61,18000.0,18000.0,251.44,943.81,18000.0,79.4,18000.0,18000.0,485.79,228.53,156.96,224.23
instance_403,18000.0,1447.55,18000.0,18000.0,1439.09,183.25,1229.62,18000.0,18000.0,1420.12,18000.0,18000.0,329.81,18000.0,18000.0,18000.0,18000.0,1724.82,443.04
instance_464,2.07,3.88,22.05,2.05,7.67,8.82,55.05,34.71,28.82,7.8,10.81,3.37,8.17,14.85,4.49,60.41,16.98,7.47,7.81
instance_245,584.31,0.43,18000.0,579.98,0.37,0.43,0.31,101.59,18000.0,0.14,0.42,18000.0,0.41,0.13,1354.53,75.16,0.14,0.17,0.15
instance_251,18000.0,2.52,18000.0,18000.0,1.23,3.15,0.5,102.87,18000.0,22.34,18000.0,18000.0,0.44,0.73,18000.0,5.17,1.2,18.09,0.43
instance_508,18000.0,0.03,18000.0,18000.0,0.03,0.02,0.02,0.16,18000.0,0.02,0.09,26.61,0.03,0.02,27.95,0.09,0.02,0.03,0.04
instance_527,936.52,8.72,18000.0,907.17,0.62,0.94,0.19,189.11,18000.0,1.34,5.82,180.37,0.1,4.01,18000.0,30.77,2.75,1.08,0.24
instance_35,18000.0,59.63,18000.0,18000.0,50.22,56.42,27.06,18000.0,18000.0,27.36,174.82,18000.0,52.71,61.28,18000.0,231.61,133.69,63.91,32.18
instance_55,18000.0,34.58,18000.0,18000.0,24.59,1.28,52.76,20.94,18000.0,46.94,220.77,18000.0,8.07,6.18,18000.0,4.89,2.44,57.37,6.75
instance_408,18000.0,7.09,18000.0,18000.0,3.84,0.62,1.79,18000.0,18000.0,14.26,32.79,18000.0,0.98,1.59,18000.0,18000.0,1.29,14.63,4.85
instance_8,18000.0,35.79,18000.0,18000.0,43.94,34.64,18.82,983.88,18000.0,28.02,57.72,18000.0,47.31,39.12,18000.0,194.88,72.68,25.16,21.07
instance_291,18000.0,35.5,18000.0,18000.0,16.28,13.9,32.64,1290.52,18000.0,760.49,18000.0,18000.0,30.47,53.05,18000.0,107.4,32.67,613.98,85.89
instance_494,18000.0,0.19,18000.0,18000.0,0.15,0.07,0.09,0.76,18000.0,0.06,0.27,289.73,0.12,0.1,330.09,0.29,0.16,0.06,0.13
instance_475,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_243,18000.0,95.8,18000.0,18000.0,109.86,29.21,110.66,18000.0,18000.0,76.52,443.3,18000.0,28.38,201.76,1688.03,18000.0,137.38,56.11,74.95
instance_537,472.53,1.36,18000.0,466.32,0.38,0.34,0.1,19.99,18000.0,0.26,3.61,111.0,0.05,0.1,73.02,10.08,0.28,0.22,0.08
instance_373,18000.0,1.14,18000.0,18000.0,1.08,0.33,0.24,42.98,18000.0,0.33,1.03,18000.0,0.34,0.24,18000.0,24.9,0.23,0.3,0.2
instance_570,18000.0,50.66,18000.0,18000.0,15.71,31.45,2.65,229.76,18000.0,54.57,18000.0,18000.0,3.05,6.26,18000.0,40.68,9.59,31.22,2.35
instance_553,18000.0,50.99,18000.0,18000.0,6.02,75.16,6.29,18000.0,18000.0,93.25,18000.0,18000.0,12.11,35.7,18000.0,272.33,46.24,123.73,17.43
instance_183,113.16,2.28,18000.0,113.28,3.09,1.32,13.17,2.76,18000.0,13.26,20.08,217.87,0.9,1.8,146.53,4.06,2.9,6.89,3.43
instance_518,18000.0,0.18,18000.0,18000.0,0.18,0.07,0.1,0.7,18000.0,0.07,0.28,307.3,0.06,0.09,276.61,0.3,0.2,0.07,0.09
instance_146,18000.0,16.21,18000.0,18000.0,14.81,55.99,63.19,24.06,18000.0,57.86,153.2,18000.0,8.54,21.7,18000.0,37.38,46.82,58.28,301.97
instance_387,18000.0,949.92,18000.0,18000.0,198.34,81.87,482.09,18000.0,18000.0,110.02,605.03,18000.0,118.65,18000.0,18000.0,18000.0,148.37,102.83,701.76
instance_491,462.82,0.52,18000.0,459.66,0.5,0.42,0.19,8.2,18000.0,0.28,0.56,18000.0,0.17,0.39,18000.0,3.05,0.52,0.14,0.29
instance_293,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_271,18000.0,14.35,18000.0,18000.0,6.51,2.74,4.38,1046.09,18000.0,391.37,18000.0,18000.0,8.24,7.99,18000.0,264.07,12.17,394.85,3.27
instance_422,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_584,18000.0,65.58,18000.0,18000.0,67.41,24.85,101.33,18000.0,18000.0,76.86,327.07,18000.0,35.09,38.89,18000.0,881.91,85.07,39.01,34.91
instance_74,18000.0,2.27,18000.0,18000.0,1.53,1.26,46.33,16.05,18000.0,61.76,545.77,18000.0,3.16,1.75,18000.0,5.38,0.43,43.55,3.89
instance_210,18000.0,1.39,18000.0,18000.0,1.04,0.53,1.28,0.56,18000.0,0.52,2.89,45.06,0.42,0.12,345.04,0.24,0.12,0.54,1.02
instance_149,18000.0,28.12,18000.0,18000.0,23.95,80.09,43.72,13.19,18000.0,54.17,204.03,18000.0,18.13,8.17,18000.0,25.55,16.54,92.58,50.01
instance_66,18000.0,31.42,18000.0,18000.0,24.26,1.24,54.35,18.84,18000.0,42.31,225.3,18000.0,7.22,6.13,18000.0,4.72,2.15,65.42,6.26
instance_556,18000.0,18000.0,18000.0,18000.0,18.14,81.49,17.73,18000.0,18000.0,281.93,18000.0,18000.0,28.86,10.58,18000.0,151.68,11.14,58.14,23.35
instance_22,18000.0,577.74,18000.0,18000.0,837.33,180.64,594.79,18000.0,18000.0,514.87,1793.67,18000.0,110.27,18000.0,18000.0,1068.26,510.11,516.8,120.65
instance_583,18000.0,402.7,18000.0,18000.0,376.26,20.92,49.41,1625.3,54.02,188.36,18000.0,0.45,16.95,7.35,317.83,24.76,6.91,13.37,0.6
instance_320,18000.0,18.86,18000.0,18000.0,19.04,0.55,0.26,10.41,18000.0,0.47,7.44,18000.0,0.55,1.28,18000.0,4.29,1.31,0.28,0.53
instance_355,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_523,18000.0,25.59,18000.0,18000.0,6.7,6.84,6.29,18000.0,18000.0,19.54,83.3,18000.0,6.97,1440.56,18000.0,1305.04,154.24,20.0,13.31
instance_173,1593.11,4.45,18000.0,1377.05,3.76,1.35,2.41,2.5,18000.0,3.26,12.31,304.42,0.63,1.22,374.54,3.06,1.48,2.23,1.16
instance_227,18000.0,6.49,18000.0,18000.0,4.74,3.04,3.62,3.18,18000.0,1.72,41.7,1036.69,1.24,0.56,1020.81,1.55,0.58,1.57,1.02
instance_167,240.34,0.79,18000.0,227.58,1.29,0.97,4.89,1.24,18000.0,2.85,6.36,104.74,0.31,0.86,80.09,2.24,1.32,2.4,0.85
instance_313,18000.0,1055.14,18000.0,18000.0,765.5,495.88,18000.0,1741.19,18000.0,308.13,523.17,18000.0,484.65,549.36,18000.0,18000.0,535.44,18000.0,1226.14
instance_312,18000.0,27.6,18000.0,18000.0,26.47,0.17,0.07,2.52,18000.0,0.08,2.49,18000.0,0.18,0.36,18000.0,1.23,0.39,0.08,0.15
instance_239,18000.0,386.18,18000.0,18000.0,372.64,90.19,356.43,18000.0,18000.0,221.5,1446.23,18000.0,121.53,808.82,18000.0,18000.0,389.76,274.96,91.03
instance_536,105.15,0.2,147.11,104.95,0.38,0.32,0.08,25.96,147.54,0.18,0.9,49.59,0.04,0.21,51.15,8.65,0.33,0.13,0.1
instance_371,18000.0,132.47,18000.0,18000.0,59.57,51.68,105.66,18000.0,18000.0,49.16,206.01,18000.0,99.61,1597.47,18000.0,18000.0,138.0,55.86,127.82
instance_15,18000.0,319.94,18000.0,18000.0,566.11,196.2,1151.39,18000.0,18000.0,18000.0,18000.0,18000.0,315.75,1725.41,18000.0,701.93,529.52,18000.0,1455.4
instance_575,18000.0,78.76,18000.0,18000.0,65.69,82.87,599.88,132.0,18000.0,32.35,18000.0,18000.0,21.25,37.77,18000.0,229.62,41.23,23.75,17.32
instance_342,18000.0,43.69,18000.0,18000.0,40.88,28.45,14.68,80.32,18000.0,18.92,13.06,18000.0,29.66,2.92,18000.0,6.23,3.19,16.07,15.09
instance_116,18000.0,3.01,18000.0,18000.0,2.98,9.98,2.68,24.18,18000.0,11.02,86.12,18000.0,1.53,3.02,18000.0,32.01,4.09,10.12,0.59
instance_451,20.96,10.82,18000.0,20.74,12.49,18000.0,18000.0,213.32,18000.0,18000.0,18000.0,59.55,18000.0,19.98,69.73,27.82,27.05,18000.0,18000.0
instance_402,18000.0,2.39,18000.0,18000.0,2.2,0.21,0.11,3.81,18000.0,0.19,1.55,18000.0,0.19,0.24,18000.0,1.3,0.3,0.19,0.19
instance_37,18000.0,45.47,18000.0,18000.0,44.26,50.41,20.37,620.83,18000.0,44.18,130.43,18000.0,61.49,35.57,18000.0,49.97,54.0,41.66,27.98
instance_225,18000.0,24.01,18000.0,18000.0,36.54,6.46,36.57,3.45,18000.0,3.61,62.04,1566.21,2.31,0.45,1657.25,1.5,0.49,3.75,2.97
instance_45,18000.0,162.29,18000.0,18000.0,363.88,196.82,144.66,18000.0,18000.0,450.68,18000.0,18000.0,81.83,18000.0,18000.0,1298.18,602.37,352.54,231.24
instance_187,18000.0,6.12,18000.0,18000.0,5.51,11.31,9.62,4.95,18000.0,8.35,28.04,18000.0,1.92,2.76,18000.0,4.47,4.9,9.11,4.5
instance_309,18000.0,24.97,18000.0,18000.0,2.02,3.89,2.01,63.56,18000.0,3.1,67.05,18000.0,3.75,16.14,18000.0,43.23,16.08,1.78,3.47
instance_82,18000.0,158.18,18000.0,18000.0,415.6,8.72,71.79,331.92,18000.0,337.45,1224.53,18000.0,50.7,21.36,18000.0,43.75,11.36,338.1,21.91
instance_492,18000.0,0.15,18000.0,18000.0,0.14,0.07,0.04,0.74,18000.0,0.06,0.26,8.43,0.04,0.05,8.81,0.1,0.04,0.07,0.03
instance_350,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_16,18000.0,55.08,18000.0,18000.0,44.42,27.67,32.06,1764.02,18000.0,30.17,246.72,18000.0,24.82,35.24,18000.0,394.29,151.12,48.85,43.67
instance_279,18000.0,11.7,18000.0,18000.0,32.55,4.63,11.21,18000.0,18000.0,76.7,988.76,18000.0,14.55,38.96,18000.0,111.81,6.58,79.81,11.23
instance_382,18000.0,103.73,18000.0,18000.0,127.81,3.67,104.53,855.65,18000.0,16.44,126.83,18000.0,13.88,15.55,18000.0,228.16,148.09,14.26,11.61
instance_17,18000.0,39.43,18000.0,18000.0,44.41,62.72,15.5,190.5,18000.0,17.64,54.61,18000.0,54.48,16.61,18000.0,42.6,25.07,19.61,21.58
instance_421,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1.31,18000.0,18000.0,18000.0,18000.0,18000.0,44.77,18000.0,4.73,10.58,18000.0,780.24
instance_576,18000.0,195.55,18000.0,18000.0,187.85,59.39,20.01,18000.0,18000.0,18000.0,18000.0,18000.0,40.51,42.58,18000.0,228.39,92.77,1760.7,55.02
instance_130,18000.0,3.59,18000.0,18000.0,3.1,9.54,1.98,48.17,18000.0,1.96,3.87,18000.0,2.29,2.5,18000.0,8.77,3.28,2.58,0.94
instance_477,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_242,18000.0,137.34,18000.0,18000.0,144.27,44.52,98.69,18000.0,18000.0,58.42,476.5,18000.0,32.37,214.98,18000.0,18000.0,98.86,46.98,58.4
instance_139,18000.0,3.28,18000.0,18000.0,2.04,0.76,0.38,1363.52,18000.0,0.87,3.02,18000.0,0.86,0.78,18000.0,9.8,0.61,1.25,0.41
instance_128,18000.0,8.62,18000.0,18000.0,6.43,8.07,1.92,786.91,18000.0,1.84,2.93,18000.0,2.68,13.04,18000.0,48.53,4.33,2.74,1.87
instance_308,18000.0,795.94,18000.0,18000.0,18000.0,18000.0,18000.0,614.74,18000.0,18000.0,1661.84,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_211,18000.0,40.6,18000.0,18000.0,62.44,8.69,50.76,7.02,18000.0,19.39,248.9,18000.0,2.78,0.66,18000.0,2.67,0.82,16.61,3.82
instance_114,18000.0,1.19,18000.0,18000.0,1.16,3.09,0.5,5.56,18000.0,4.82,48.33,18000.0,0.48,0.99,18000.0,6.88,1.63,5.34,0.2
instance_438,0.09,0.0,0.35,0.09,0.0,0.0,0.0,0.01,0.3,0.01,0.01,0.02,0.0,0.0,0.01,0.01,0.0,0.01,0.0
instance_295,18000.0,18000.0,18000.0,18000.0,391.87,1448.38,278.92,377.09,18000.0,610.08,1332.05,18000.0,1434.62,1774.91,18000.0,594.04,1590.6,18000.0,245.04
instance_280,18000.0,2.37,18000.0,18000.0,1.4,3.94,0.43,70.8,18000.0,63.49,18000.0,18000.0,0.5,0.77,18000.0,8.87,1.05,54.41,0.48
instance_70,18000.0,10.5,18000.0,18000.0,23.53,1.14,35.44,18.87,18000.0,61.23,218.74,18000.0,6.46,0.79,18000.0,3.61,1.08,55.01,3.21
instance_322,18000.0,21.45,18000.0,18000.0,1.41,2.29,1.28,33.55,18000.0,1.63,20.98,18000.0,2.24,5.02,18000.0,12.23,4.93,2.26,2.85
instance_340,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_541,18000.0,7.47,18000.0,18000.0,2.1,4.01,2.56,584.14,18000.0,6.11,22.82,18000.0,2.72,507.05,18000.0,335.67,190.66,11.4,2.21
instance_59,18000.0,16.24,18000.0,18000.0,25.93,1.2,17.05,13.74,18000.0,41.03,132.82,18000.0,3.6,2.37,18000.0,10.74,0.98,48.43,4.38
instance_150,18000.0,98.1,18000.0,18000.0,90.76,49.3,1193.47,27.82,18000.0,123.57,320.7,18000.0,28.68,139.48,18000.0,113.46,146.63,126.72,88.38
instance_447,17.85,28.69,7.71,17.49,153.44,39.64,7.42,2.3,7.49,104.18,230.36,26.77,114.38,34.56,27.38,0.27,18.34,76.46,51.05
instance_214,18000.0,125.15,18000.0,18000.0,118.51,9.29,90.8,5.69,18000.0,17.8,319.18,18000.0,3.64,1.27,18000.0,2.29,1.3,16.5,4.55
instance_90,18000.0,12.58,18000.0,18000.0,11.75,5.91,7.11,119.26,18000.0,9.41,65.51,18000.0,2.72,1.95,18000.0,24.11,3.01,8.0,5.37
instance_551,1723.2,174.0,18000.0,1680.19,1.58,2.15,1.36,244.38,18000.0,7.34,33.6,290.91,0.64,66.45,120.26,79.19,19.7,4.23,1.51
instance_119,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_148,359.55,1.45,18000.0,361.92,1.1,1.34,1.4,1.06,18000.0,1.04,4.06,18000.0,0.33,0.58,18000.0,3.62,1.04,1.23,1.04
instance_86,18000.0,277.82,18000.0,18000.0,204.57,14.75,197.94,337.65,18000.0,532.04,790.92,18000.0,42.31,36.57,18000.0,69.07,83.58,490.26,30.11
instance_297,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_289,18000.0,2.54,18000.0,18000.0,1.02,2.69,0.25,64.24,18000.0,108.23,18000.0,18000.0,0.42,0.51,18000.0,7.02,0.83,107.66,0.19
instance_27,18000.0,29.2,18000.0,18000.0,30.77,42.14,13.04,775.0,18000.0,20.14,49.98,18000.0,34.04,30.77,18000.0,148.13,56.65,20.02,19.25
instance_379,18000.0,78.8,18000.0,18000.0,344.21,10.23,12.45,18000.0,18000.0,188.99,650.91,18000.0,22.34,79.07,18000.0,18000.0,9.9,194.77,13.83
instance_204,18000.0,4.96,18000.0,18000.0,3.02,2.98,3.59,4.52,18000.0,2.01,41.86,895.85,1.02,0.52,999.96,2.09,0.56,1.83,0.83
instance_358,18000.0,67.8,18000.0,18000.0,49.6,90.65,70.79,39.52,18000.0,96.88,36.08,18000.0,91.67,11.47,18000.0,15.65,10.76,54.02,75.58
instance_135,18000.0,1.08,221.93,18000.0,1.34,0.19,0.21,35.98,18000.0,0.32,1.68,18000.0,0.14,0.04,18000.0,1.13,0.05,0.43,0.08
instance_246,18000.0,85.44,18000.0,18000.0,8.21,33.72,6.31,18000.0,18000.0,7.01,25.49,18000.0,10.84,4.22,18000.0,18000.0,4.15,2.42,4.55
instance_205,18000.0,11.91,18000.0,18000.0,5.24,4.57,7.65,292.38,18000.0,9.12,14.68,18000.0,5.48,6.58,18000.0,109.93,6.88,9.35,5.08
instance_104,18000.0,15.14,18000.0,18000.0,16.18,5.86,9.83,162.56,18000.0,8.56,25.45,18000.0,2.68,3.56,18000.0,20.89,2.58,12.64,6.65
instance_427,18000.0,5.88,18000.0,18000.0,18000.0,8.85,18000.0,3.72,18000.0,18000.0,18000.0,18000.0,2.27,1.0,18000.0,16.78,1.43,18000.0,4.75
instance_196,18000.0,33.8,18000.0,18000.0,52.65,8.15,42.81,4.78,18000.0,8.51,97.55,18000.0,3.08,0.64,18000.0,1.92,0.64,8.63,3.67
instance_100,18000.0,142.51,18000.0,18000.0,249.96,40.16,58.58,446.86,18000.0,24.47,46.9,18000.0,131.75,27.27,18000.0,91.25,30.03,33.02,262.3
instance_78,18000.0,343.84,18000.0,18000.0,297.84,1126.58,1414.12,18000.0,18000.0,507.51,668.77,18000.0,1345.19,446.33,18000.0,344.91,323.76,353.61,699.29
instance_330,18000.0,47.92,18000.0,18000.0,41.71,60.66,53.63,35.85,18000.0,53.66,28.25,18000.0,62.38,12.9,18000.0,14.17,11.75,33.59,38.34
instance_96,18000.0,10.65,18000.0,18000.0,8.43,6.28,11.33,171.91,18000.0,21.9,13.31,18000.0,2.85,1.85,18000.0,22.39,2.27,17.24,8.12
instance_595,18000.0,47.52,18000.0,18000.0,29.79,117.94,20.07,18000.0,18000.0,762.85,18000.0,18000.0,73.61,82.45,18000.0,18000.0,148.17,517.98,88.55
instance_89,18000.0,230.75,18000.0,18000.0,116.06,7.92,195.92,367.25,18000.0,407.12,1649.1,18000.0,75.72,43.54,18000.0,48.56,26.75,392.68,17.91
instance_265,18000.0,3.35,18000.0,18000.0,8.81,2.11,0.69,368.55,18000.0,45.84,18000.0,18000.0,0.68,0.84,18000.0,44.31,5.22,43.2,0.39
instance_430,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_240,18000.0,94.97,18000.0,18000.0,88.69,22.64,118.35,18000.0,18000.0,54.02,478.35,18000.0,39.84,193.71,18000.0,18000.0,191.45,49.13,51.02
instance_593,18000.0,1.6,37.97,18000.0,1.36,0.76,0.08,10.4,6.25,2.22,11.45,0.17,0.14,0.98,4.13,7.47,1.02,0.18,0.13
instance_24,18000.0,378.27,18000.0,18000.0,769.43,1602.29,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1211.18,519.62,18000.0,329.25
instance_367,18000.0,0.99,18000.0,18000.0,0.81,0.49,0.21,16.21,18000.0,0.23,0.69,18000.0,0.24,0.24,18000.0,4.05,0.24,0.26,0.2
instance_434,163.67,18000.0,175.07,160.67,18000.0,18000.0,18000.0,4.19,169.84,18000.0,18000.0,421.8,18000.0,18000.0,473.69,5.36,18000.0,18000.0,18000.0
instance_437,18000.0,31.55,18000.0,18000.0,360.16,2.7,18000.0,0.32,18000.0,18000.0,18000.0,18000.0,0.7,4.24,18000.0,0.51,0.85,18000.0,0.56
instance_305,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_170,18000.0,5.34,18000.0,18000.0,6.26,5.27,15.58,3.45,18000.0,13.89,22.11,754.32,3.49,2.9,571.92,2.29,3.35,13.62,5.64
instance_481,18000.0,7.68,18000.0,18000.0,11.58,18000.0,18000.0,388.4,18000.0,18000.0,18000.0,59.23,18000.0,15.6,56.16,41.21,12.97,18000.0,18000.0
instance_416,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1.1,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,2.85,18000.0,18000.0,18000.0
instance_579,18000.0,18000.0,18000.0,18000.0,6.19,40.58,7.35,18000.0,18000.0,213.97,18000.0,18000.0,16.66,26.23,18000.0,18000.0,26.81,42.92,12.64
instance_253,18000.0,3.66,18000.0,18000.0,1.64,3.6,0.4,46.27,18000.0,38.91,18000.0,18000.0,0.42,0.47,18000.0,21.0,1.21,34.09,0.23
instance_335,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_495,18000.0,0.19,18000.0,18000.0,0.18,0.08,0.18,1.19,18000.0,0.06,0.3,360.86,0.1,0.12,339.99,0.33,0.13,0.07,0.09
instance_445,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.45,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.64,18000.0,18000.0,18000.0
instance_277,18000.0,101.79,18000.0,18000.0,117.44,8.26,88.49,18000.0,18000.0,18000.0,18000.0,18000.0,274.61,373.81,18000.0,703.86,133.26,18000.0,66.42
instance_349,18000.0,124.28,18000.0,18000.0,95.52,144.57,125.64,50.18,18000.0,137.95,49.05,18000.0,146.16,15.22,18000.0,17.99,16.08,71.47,105.93
