instance,GHackCOMSPS_drup,Glucose_Hack_Kiel_fastBVE,gluHack,glu_mix,glucose.3.0_PADC_10,glucose.3.0_PADC_3,glucose3.0,inIDGlucose
sat/20180321_110706599_p_cnf_320_1120.cnf.bz2,5000.146433,5001.009833,5000.754335,5001.009414,1108.219597,5000.689849,5000.285951,5001.007376
sat/20180321_140824282_p_cnf_320_1120.cnf.bz2,5000.638274,5000.517627,5001.009173,4581.321195,5000.757178,5000.156189,5001.009112,5000.964313
sat/20180321_140826713_p_cnf_320_1120.cnf.bz2,5001.007968,5001.010345,5001.008686,5001.008615,5000.219638,5001.009069,5000.826191,2878.572556
sat/20180322_164241842_p_cnf_320_1120.cnf.bz2,2209.277885,5001.010161,5001.008169,5001.008558,5000.119025,5000.49965,5000.345117,5001.006949
sat/20180326_095801070_p_cnf_320_1120.cnf.bz2,5000.515682,5001.009112,5001.009235,5001.010337,677.982394,2752.913174,5000.50122,5001.007608
sat/a_rphp035_05.cnf.bz2,4861.055966,5000.544662,5000.189078,1175.538623,5001.008957,5001.010132,5000.099843,5000.921251
sat/a_rphp045_05.cnf.bz2,5001.007173,5001.008585,1544.831119,5001.010971,5001.010077,5000.678907,5001.008898,5000.022088
sat/a_rphp055_04.cnf.bz2,288.880992,376.194,3859.021884,427.400116,332.91504,353.74516,356.919497,406.601819
sat/a_rphp056_05.cnf.bz2,5001.007217,5001.008339,647.200208,5001.007914,5001.009633,5001.009249,5000.420741,5000.462098
sat/a_rphp065_04.cnf.bz2,748.727325,1111.441172,1539.368384,1243.91525,847.809986,1023.652528,1090.038478,1095.41462
sat/a_rphp098_04.cnf.bz2,5001.007275,5001.00909,542.424808,5001.008665,5001.008433,5000.065728,5001.010034,5001.009071
sat/ae_rphp045_05.cnf.bz2,5000.951985,5000.76719,2071.188962,1687.196186,5001.009289,5001.008846,5001.010021,5000.247129
sat/ae_rphp055_04.cnf.bz2,228.104788,375.724932,2769.77247,162.458995,363.451102,371.775718,371.056571,344.816094
sat/ae_rphp095_04.cnf.bz2,5000.845587,5000.25576,487.800405,3565.016099,5001.008125,5001.009526,5000.041441,5001.009061
sat/apn-sbox6-cut3-helpbox28.cnf.bz2,5000.025144,5000.287864,5001.008347,5001.010131,5000.127591,5000.037061,223.394683,5000.120215
sat/apn-sbox6-cut3-helpbox30.cnf.bz2,443.210523,3708.745951,1365.012924,418.811497,2151.060947,296.494712,1929.676775,848.458687
sat/apn-sbox6-cut3-helpbox31.cnf.bz2,1727.180436,102.922859,1285.614136,1176.557669,2346.557568,2923.685116,119.416203,2667.480559
sat/apn-sbox6-cut4-helpbox26.cnf.bz2,5000.55117,5001.010086,305.027305,4442.456967,5000.233095,5001.010476,5000.99511,5000.897973
sat/apn-sbox6-cut4-helpbox28.cnf.bz2,869.216095,5001.009083,5001.009858,480.407715,3298.808671,5001.010159,5001.009502,5000.910843
sat/apn-sbox6-cut4-helpbox29.cnf.bz2,5001.007319,5000.124102,341.575707,643.447362,5000.60818,910.966751,5000.565612,544.962608
sat/apn-sbox6-cut4-helpbox30.cnf.bz2,744.403203,683.838554,16.337548,555.191871,376.800469,5000.344578,767.955196,646.017963
sat/apn-sbox6-cut5-helpbox29.cnf.bz2,1722.748242,2021.153139,3967.153535,615.400614,5001.0088,2939.270216,5001.008268,5000.915391
sat/apn-sbox6-cut5-helpbox30.cnf.bz2,214.367245,1209.621438,1769.499974,832.398881,1409.143468,1212.49493,463.607407,1106.995779
sat/bibd-16-80-15-3-2_glb.cnf.bz2,11.448338,68.80199,4.37284,78.52218,93.739542,58.260827,85.846924,8.637381
sat/bibd-19-57-9-3-1_glb.cnf.bz2,659.073803,92.147361,1796.17767,213.516107,207.021633,992.753929,87.581938,229.50379
sat/bibd-8-70-35-4-15_glb.cnf.bz2,18.543455,71.379819,27.870866,35.195566,66.278016,29.829265,65.412813,50.49933
sat/by-alt-5-7.cnf.bz2,5000.780035,5001.010049,5001.01003,669.330642,5000.937999,5001.009222,5001.009218,5000.774017
sat/by-X-2-7-100.cnf.bz2,1174.249303,1040.900338,2053.703388,1053.246652,1050.799194,1575.071408,978.288511,1136.890252
sat/bz-X-4-7-6.cnf.bz2,5000.591261,5000.188414,5001.008767,2103.420832,5000.021103,5000.552138,5000.727019,5000.65901
sat/cms-scheel-md4-families-r24-c4-p4-9-13-18.cnf.bz2,5000.985234,5001.008582,5001.00863,4679.090228,5001.009142,5001.009586,5001.009084,5001.010093
sat/cms-scheel-md4-families-r24-c4-p6-13-17-19.cnf.bz2,385.013124,329.00115,1619.043511,646.626189,1438.723391,1173.287704,330.563798,3602.644116
sat/cms-scheel-md4-families-r24-c5-p0-7-10-15-19.cnf.bz2,0.22072,283.683702,153.325092,26.747447,108.94642,70.870491,259.514644,93.350383
sat/cms-scheel-md4-families-r24-c5-p1-5-10-12-18.cnf.bz2,315.142829,2441.963041,1415.766549,2748.923299,2106.549615,4229.049886,2375.343183,5001.010087
sat/cms-scheel-md4-families-r24-c5-p1-8-13-18-19.cnf.bz2,646.946366,5001.009309,5001.010131,5000.81651,5001.009013,5001.009063,5001.009152,5001.009567
sat/cms-scheel-md4-families-r24-c5-p1-8-9-16-19.cnf.bz2,1141.350811,1863.321583,5001.009949,5001.008923,1830.305634,5001.009878,2217.507553,5001.009614
sat/cms-scheel-md4-families-r24-c5-p5-13-16-17-19.cnf.bz2,2243.401883,5001.008976,5001.012108,5001.011202,5001.010141,5001.00924,5001.007791,5001.010889
sat/cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18.cnf.bz2,1465.971572,2406.804028,2117.697714,2370.155779,3202.262234,331.683554,2837.406365,1783.548969
sat/cms-scheel-md4-families-r24-c6-p1-9-13-16-18-19.cnf.bz2,335.158164,5000.243914,5001.010112,5001.009898,5001.010212,5000.69261,5001.008806,5001.010126
sat/cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19.cnf.bz2,159.174675,631.477374,188.194099,135.353807,282.897994,341.889047,732.516319,82.202109
sat/cms-scheel-md5-families-r24-c11-p1-4-6-9-10-11-13-15-17-18-19.cnf.bz2,3.066175,407.081268,232.287417,162.961087,290.659385,287.006605,403.039895,284.877436
sat/cms-scheel-md5-families-r24-c4-p1-3-4-16.cnf.bz2,49.811665,367.325989,502.783293,325.899485,455.099178,615.270847,364.419365,283.026014
sat/cms-scheel-md5-families-r24-c5-p6-11-15-16-19.cnf.bz2,2486.067479,5001.008232,1381.842006,5000.612601,5001.007939,5001.009768,5001.010066,5001.009096
sat/cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15.cnf.bz2,118.86511,2549.516862,484.762165,552.097502,1144.234347,1787.277825,3085.2544,1417.210928
sat/cms-scheel-md5-families-r24-c7-p1-5-6-12-16-18-19.cnf.bz2,1809.108787,5001.008847,5001.009343,5001.009739,5001.009172,5001.009723,5001.009478,5001.009119
sat/CNP-5-0.cnf.bz2,5000.91775,5000.367672,5001.009337,5001.008213,5001.009459,506.398773,5001.010444,74.196138
sat/CNP-5-1000.cnf.bz2,202.730819,5001.0101,33.347957,5001.010454,209.08764,102.257936,5001.008527,1204.96202
sat/CNP-5-1100.cnf.bz2,54.999963,508.948731,3935.56709,4931.915421,652.97041,1871.339723,412.629061,281.226302
sat/CNP-5-1500.cnf.bz2,165.914654,61.563778,3707.294022,197.568482,72.723281,636.334159,60.50268,258.140764
sat/CNP-5-1700.cnf.bz2,4.061332,33.660473,85.57319,244.366203,275.032705,241.103242,32.31712,112.808062
sat/CNP-5-1800.cnf.bz2,34.013003,273.457084,196.984231,31.430149,31.967768,83.77663,277.783221,97.351264
sat/CNP-5-200.cnf.bz2,283.763653,4294.672307,25.276923,5001.009711,5001.009051,5000.431625,4214.061097,335.483418
sat/CNP-5-500.cnf.bz2,495.253863,5001.010145,5001.009916,4985.600422,1503.855246,1246.400543,5001.008556,1554.503322
sat/CNP-5-600.cnf.bz2,2801.903163,5001.01116,509.726745,5001.009186,5000.589029,98.199514,5001.009734,5001.009058
sat/CNP-5-700.cnf.bz2,1058.333977,5000.194112,5001.007868,5001.009353,1748.399915,5001.009135,5001.009358,1677.435133
sat/CNP-5-800.cnf.bz2,5000.792057,2843.938054,1548.119434,5000.191117,465.185794,1357.880366,3582.038219,760.47418
sat/CNP-5-900.cnf.bz2,688.654219,1964.656306,5001.007043,423.566788,2772.395259,974.478019,1970.833032,5001.008999
sat/course_flat_0.12_2018_3_1.cnf.bz2,5000.496664,1460.47692,3744.953392,474.341927,1104.664551,605.518881,834.204031,2031.151812
sat/course0.12_2018_3_1.cnf.bz2,1083.49121,3834.892433,1292.916472,513.711306,994.237788,762.768407,816.05177,1330.863111
sat/course0.16_2018_3_5.cnf.bz2,1356.320091,2422.401279,5001.008639,5000.701384,3852.7074,2554.934817,5001.007751,3740.234349
sat/course0.2_2018_3.cnf.bz2,5000.135514,1966.363318,4000.617182,3576.88388,5001.010223,5000.38837,1007.15661,3316.601312
sat/courses0.2_2017_9.cnf.bz2,2166.76074,1531.486097,3176.878355,248.03554,5001.009425,2698.77685,3919.360726,3294.221781
sat/cz-alt-3-7.cnf.bz2,4770.11405,5001.010005,5000.107632,4339.705282,5001.010152,5000.623137,5000.652691,5000.899598
sat/dist10.c.cnf.bz2,331.648756,385.088654,490.247763,319.205813,395.164409,503.278416,362.396201,303.616448
sat/dist6.c.cnf.bz2,302.235802,349.687106,667.940112,279.010165,321.417213,436.813432,328.686289,290.960987
sat/dist7.c.cnf.bz2,314.849633,340.754794,538.522477,288.242252,439.941677,581.117651,393.493671,357.960849
sat/dist8.c.cnf.bz2,344.780958,370.156272,595.519129,298.474519,393.9109,513.772197,396.174737,3589.636761
sat/dist9.c.cnf.bz2,432.811965,401.577413,357.249119,297.541959,374.355957,494.630681,368.150566,336.576824
sat/e_rphp035_05.cnf.bz2,2562.95168,3602.221772,4889.822901,320.92273,5001.00923,5001.008968,4791.668915,3442.150997
sat/e_rphp055_04.cnf.bz2,206.576065,306.37023,3072.865423,149.116208,373.10585,371.31697,347.368545,320.707746
sat/e_rphp065_05.cnf.bz2,5000.493113,5001.010032,611.970041,5001.008786,5001.009761,5001.009599,5000.479035,5001.010203
sat/ecarev-110-1031-23-40-1.cnf.bz2,234.624953,393.387311,343.349999,518.704101,443.095492,351.047344,417.34401,280.843782
sat/ecarev-110-1031-23-40-2.cnf.bz2,196.333349,213.586643,257.939491,366.033832,288.727327,227.040228,234.808315,221.000726
sat/ecarev-110-1031-23-40-3.cnf.bz2,112.834262,281.573086,215.987855,8.424552,191.081669,259.365232,322.805968,37.966306
sat/ecarev-110-1031-23-40-6.cnf.bz2,803.498054,1937.889852,1023.906057,4025.950388,2146.043839,1320.551882,1768.649762,1282.058722
sat/ecarev-110-1031-23-40-7.cnf.bz2,149.553871,196.605656,266.771991,286.271389,259.190572,253.265331,290.517518,176.512088
sat/ecarev-110-4099-22-30-2.cnf.bz2,205.230052,284.016241,266.074109,475.228568,283.212482,308.683812,282.179834,256.931982
sat/ecarev-110-4099-22-30-4.cnf.bz2,238.476149,398.874762,428.275107,529.068371,336.96927,340.876912,374.391087,367.884818
sat/ecarev-110-4099-22-30-5.cnf.bz2,250.091539,370.647402,337.691638,526.804327,330.754395,327.809893,375.321578,339.864673
sat/ecarev-110-4099-22-30-7.cnf.bz2,208.52829,293.873552,284.621376,364.797562,274.975374,254.656426,257.620684,298.720528
sat/ex039_33.cnf.bz2,5001.007182,5001.008708,164.739295,209.859769,39.191158,5001.009022,5000.705325,163.131248
sat/ex065_25.cnf.bz2,5000.866065,5001.009639,5000.575129,1254.728977,5001.009087,5001.010115,5000.880798,5001.008953
sat/ex067_10.cnf.bz2,1145.158928,2148.928453,3772.066939,1634.332813,2527.467402,3876.5299,2757.549202,921.373649
sat/ex187_10.cnf.bz2,1034.285338,2479.843108,1718.383971,442.654493,1317.574922,529.82037,2474.809019,1614.09121
sat/exam0.04_2018_3.cnf.bz2,627.304488,1567.914846,988.283546,5001.00942,2311.978505,1013.688626,2084.726296,1504.36253
sat/factoring29986577x29986577.cnf.bz2,1052.742982,1599.725448,291.152468,155.824811,2563.437345,1385.722567,1775.785835,3887.529504
sat/factoring39916801x54018521.cnf.bz2,5000.749435,2430.578829,3.565508,1194.130475,3888.934927,2875.201659,1665.44282,2644.443421
sat/factoring54018521x562448657.cnf.bz2,4999.957132,5001.009557,5000.684136,5001.009737,5000.109458,5001.009003,5001.009042,5000.639952
sat/filter_iir_true-unreach-call.c.cnf.bz2,527.387909,770.20477,1390.051836,525.913363,396.264075,477.480906,992.193222,466.791391
sat/filter1_true-unreach-call.c.cnf.bz2,321.96117,256.335792,266.966439,214.439312,333.597788,230.833239,262.017289,259.819078
sat/frb35-17-5_ext.cnf.bz2,175.439336,16.351215,272.896222,106.234023,30.58422,31.212709,165.796018,135.446643
sat/full-ax-xa.rules.7-7.cnf.bz2,1583.682114,5001.009443,1552.082511,275.739995,1830.062598,1640.013342,1325.350346,466.980258
sat/full-by-za.rules.5-7.cnf.bz2,5000.67631,5001.009877,5001.008609,4295.003451,5001.008964,5001.0089,5000.909069,5000.053415
sat/full-cy-caa.rules.7-7.cnf.bz2,70.975275,93.450931,254.799119,48.155382,97.159348,90.639908,97.740888,365.649889
sat/gto_p60c231_1.cnf.bz2,177.820053,333.871624,152.118635,106.620971,531.126794,572.924939,291.999577,360.873256
sat/gto_p60c231.cnf.bz2,151.736993,119.408869,134.89637,88.491966,457.803792,481.619622,322.911533,356.686269
sat/gto_p60c234.cnf.bz2,366.186759,1075.756527,420.159154,190.069461,806.291365,1533.210255,735.10173,759.460062
sat/gto_p60c243.cnf.bz2,245.280155,1021.889874,454.769295,158.674996,591.823716,1119.806654,484.264246,437.381955
sat/Karatsuba4477457x5308417.cnf.bz2,662.403648,400.353026,629.739892,132.115477,362.789748,698.334569,967.134003,311.261005
sat/lei450-05b-05.cnf.bz2,232.792098,42.916262,20.98824,21.294572,24.942369,54.090249,42.775051,6.598166
sat/less-cy-caa.rules.4-9.cnf.bz2,1599.816602,5000.719969,5000.676726,5001.00866,5001.010199,5000.227062,5001.009142,5000.984888
sat/magicSquare-8_glb.cnf.bz2,28.847311,636.926171,15.958779,148.231297,193.101833,234.985077,558.000902,254.085657
sat/mchess_15.cnf.bz2,196.942244,375.761509,405.632858,125.935734,385.547106,468.881069,387.809989,697.961002
sat/mchess_16.cnf.bz2,4173.564824,2270.213569,2654.716387,594.780907,2491.822125,5000.11274,2875.153246,2716.799009
sat/mchess_17.cnf.bz2,5000.912634,5001.010141,5000.426675,1881.051784,5000.944828,5001.009089,5001.008907,5000.673825
sat/Nb13T165.cnf.bz2,5001.008701,5001.011281,4.957332,5000.945772,5000.511857,5001.008225,5001.009734,5001.008803
sat/Nb13T166.cnf.bz2,5000.665799,5001.010348,4.962133,5001.010309,5001.009242,5000.913735,5000.310817,5001.010125
sat/Nb29T6.cnf.bz2,616.847302,643.875259,1197.458257,481.053412,603.056958,577.940737,649.383414,584.372586
sat/Nb37T6.cnf.bz2,981.423505,1134.124962,1612.880543,1005.059995,988.150369,1053.731642,1138.520666,1307.153407
sat/Nb42T6.cnf.bz2,1746.844436,2018.310171,2123.379104,1902.764892,2478.402615,3289.792874,2491.175351,2022.16753
sat/Nb45T6.cnf.bz2,2165.805517,2193.963095,2319.447945,2162.354115,3743.681196,4102.275971,2086.743913,3190.283181
sat/Nb8T62.cnf.bz2,5001.008231,5001.010666,5001.008734,619.706965,5001.008279,5001.009389,5001.009138,5001.010435
sat/Nb8T63.cnf.bz2,5001.008297,5001.0087,1.535189,855.943758,5001.009413,5001.008806,5001.008951,5001.00885
sat/newton_3_4_true-unreach-call.i.cnf.bz2,195.712048,113.718245,146.181044,83.854879,102.376139,111.202936,83.85152,119.337743
sat/newton_3_6_false-unreach-call.i.cnf.bz2,306.611047,80.899713,130.546193,144.675104,157.555697,148.673829,94.488243,173.289624
sat/pals_floodmax.5_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c.cnf.bz2,5000.584905,4853.114156,5001.009752,2588.566271,5000.064108,5000.356707,5001.009188,5000.37418
sat/pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf.bz2,252.457735,123.776833,272.583321,106.722083,144.868708,169.797627,147.667992,120.864102
sat/pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf.bz2,1051.195817,582.525273,1300.730492,484.39318,511.9968,682.167558,537.846705,475.778785
sat/pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c.cnf.bz2,1125.4779,450.768309,1730.516489,985.793109,323.767393,357.652177,364.501405,510.785725
sat/patat-08-comp-3.cnf.bz2,13.550477,43.194893,10.988925,19.557317,73.636283,57.573323,36.019865,31.048473
sat/prime_119218851371.cnf.bz2,121.336969,227.394326,193.23174,210.964099,250.232398,252.430989,227.05136,176.453388
sat/prime_200560490131.cnf.bz2,210.466613,276.178039,316.792207,321.462335,294.815681,299.135267,302.894417,263.042901
sat/Problem11_label51_false-unreach-call.c.cnf.bz2,1280.318679,3138.676255,2402.157213,2574.777542,2164.678283,3038.03177,2392.554185,1921.342388
sat/Problem14_label14_false-unreach-call.c.cnf.bz2,71.849689,221.671104,164.196082,205.438216,202.18161,201.719233,218.436051,184.508968
sat/Problem14_label19_true-unreach-call.c.cnf.bz2,37.396504,193.763283,231.974271,179.175669,190.284396,174.338811,190.143504,232.015721
sat/Problem14_label20_true-unreach-call.c.cnf.bz2,24.120978,7.146108,5.645696,6.580389,6.076835,6.075327,6.620804,6.954179
sat/Problem14_label57_false-unreach-call.c.cnf.bz2,96.017057,88.547777,318.636379,108.866271,86.995019,93.540521,86.061952,191.460238
sat/quadratic_loose_error.c.cnf.bz2,630.944717,2839.937265,4318.133556,5001.009645,4477.928416,1562.826967,1980.239723,332.377401
sat/quadratic_tight_error.c.cnf.bz2,2441.504868,448.11295,4142.538893,5001.009249,1649.321899,1304.790867,2723.354705,5000.830168
sat/queen12_12.col.12.cnf.bz2,1831.781354,4126.997612,1549.56033,542.334117,5001.009168,5001.009818,4461.607492,3408.376686
sat/queen8_12.col.12.cnf.bz2,2123.886908,3697.241469,1241.422641,87.818771,5000.025045,5001.008755,3918.855659,4446.605194
sat/queen8-8-9.cnf.bz2,10.987079,40.914976,10.540242,44.46637,38.366993,205.092352,42.264796,18.247101
sat/ramsey-30-4.cnf.bz2,2.21474,85.80811,21.449837,47.934342,149.052929,40.602601,90.924117,78.508551
sat/satcoin-genesis-SAT-1024.cnf.bz2,5000.4692,5000.19633,5001.010312,5001.008312,5001.008779,5001.008415,5000.435139,49.056214
sat/satcoin-genesis-SAT-16.cnf.bz2,5001.006755,5001.009078,5001.009594,5001.008111,5001.00894,5001.009588,5001.009871,2.694647
sat/satcoin-genesis-SAT-2048.cnf.bz2,5000.414408,5001.009925,5001.008537,5001.008694,5001.009122,5001.010003,5001.009328,16.766964
sat/satcoin-genesis-SAT-3.cnf.bz2,5000.288487,5001.009109,5001.009813,5001.01004,5001.008973,5001.009671,5000.886927,1.291047
sat/satcoin-genesis-SAT-64.cnf.bz2,5001.00817,5001.009264,5000.907955,5001.007663,5000.881983,5001.009408,5001.008933,3.630597
sat/satcoin-genesis-SAT-7.cnf.bz2,5000.955748,5001.009165,5001.008544,5000.118444,5001.009395,5001.008157,5001.008424,1.675068
sat/satcoin-genesis-SAT-8.cnf.bz2,5000.386936,5001.009649,5000.316466,5001.009064,5001.08414,5001.106793,5001.009528,1.731988
sat/satcoin-genesis-SAT-9.cnf.bz2,5000.880091,5001.010101,5001.011011,5001.009999,5000.588031,5001.010662,5001.008974,1.901251
sat/sdiv15prop.cnf.bz2,466.196809,544.637838,468.278861,269.310602,523.464241,673.657386,568.620413,538.137086
sat/sdiv17prop.cnf.bz2,3988.620147,5001.009458,3834.789308,1166.757372,4428.513167,4883.654086,5000.858087,4358.065852
sat/si2-b03m-m400-03.cnf.bz2,94.869161,63.702972,96.848642,97.173124,96.313331,97.559918,94.491489,92.519594
sat/si2-b03m-m800-03.cnf.bz2,167.917954,132.22044,173.228439,173.326997,172.979049,172.970583,169.897626,163.539089
sat/si2-b06m-m1000-03.cnf.bz2,183.922667,114.943306,189.18202,191.159683,189.278236,191.597378,181.971057,178.881931
sat/sqrt_ineq_3.c.cnf.bz2,4767.769608,3.253831,90.629226,4811.018896,2156.307939,1652.161565,2739.067071,2225.920323
sat/sted1_0x0-330.cnf.bz2,302.975356,354.597497,505.332133,257.837596,353.716109,338.15777,303.235607,299.023664
sat/sted1_0x24204-330.cnf.bz2,319.764584,360.532394,281.196,291.579571,415.987905,422.216752,355.057981,290.508842
sat/sted5_0x0-50.cnf.bz2,441.337985,51.190696,60.764929,462.940257,209.289447,1432.219919,145.071577,35.44426
sat/sted5_0x0-60.cnf.bz2,5000.337491,5000.665317,5001.00861,3082.747187,5001.009809,5000.628881,5001.009673,5001.010301
sat/sted5_0x24204-50.cnf.bz2,347.583715,531.914644,384.272456,396.358663,639.892088,1004.490465,71.197727,1234.132312
sat/terminator_03_true-unreach-call_true-termination.i.cnf.bz2,334.217965,555.816254,570.971363,594.165946,638.913587,723.949331,618.08661,608.234084
sat/TimetableCNFEncoding_1_UNKNOWN.cnf.bz2,5000.725094,5000.71288,976.896014,5000.841834,5001.009563,5000.549738,5000.099994,5000.068981
sat/TimetableCNFEncoding_17_UNKNOWN.cnf.bz2,5000.672782,5001.008646,3682.578493,5001.009146,5001.009999,5001.009894,5000.122008,5001.008766
sat/TimetableCNFEncoding_20_UNKNOWN.cnf.bz2,103.791102,3274.185156,87.823122,1715.593674,1693.54114,5000.336329,4238.041099,22.823809
sat/udiv35prop.cnf.bz2,465.471721,421.226184,849.610068,354.313133,431.854635,619.201065,489.895615,421.313523
sat/udiv40prop.cnf.bz2,2706.537097,2487.059239,5000.100605,5000.112952,2886.288098,3136.796392,2026.417727,2066.419242
sat/uniqinv25prop.cnf.bz2,5000.246804,5001.009106,5001.009474,5001.009792,5001.007558,4126.946408,5001.00913,5000.967309
